Location,Detail Link,Image Name,Price,Property Type,Photo Count,Broker,Beds,Baths,Sqft,Lot Size,Sold Date
"390 N Minaret, Turlock, CA",https://www.estately.com/listings/info/390-n-minaret-turlock-ca-95380,390_N_Minaret_Turlock_CA.jpg,"$429,987",Sold House,1 photo,Realty ONE Group Zoom,3,1,"1,344","8,862",04/25/2024
"399 Riviera Way, Turlock, CA",https://www.estately.com/listings/info/399-riviera-way-turlock-ca-95382,399_Riviera_Way_Turlock_CA.jpg,"$485,000",Sold House,1 photo,S/L Real Estate and Properties,3,2,"1,696","6,199",04/11/2024
"1250 Pioneer Avenue Unit 6, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue-turlock-ca-95380--6,1250_Pioneer_Avenue_Unit6_Turlock_CA.jpg,"$189,900",Sold Condo,1 photo,EXIT Realty Consultants,2,1,864,864,04/02/2024
"1250 Pioneer Avenue Unit 11, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue-turlock-ca-95380--5,1250_Pioneer_Avenue_Unit11_Turlock_CA.jpg,"$199,900",Sold Condo,1 photo,EXIT Realty Consultants,2,1,864,864,04/02/2024
"954 E Main Street, Turlock, CA",https://www.estately.com/listings/info/954-e-main-street-turlock-ca-95380,954_E_Main_Street_Turlock_CA.jpg,"$399,000",Sold House,1 photo,Century 21 Select Real Estate,4,2,"1,942","7,000",03/25/2024
"1421 E Marshall Street, Turlock, CA",https://www.estately.com/listings/info/1421-e-marshall-street-turlock-ca-95380,1421_E_Marshall_Street_Turlock_CA.jpg,"$394,500",Sold House,1 photo,PMZ Real Estate,3,2,"1,556","6,969",03/13/2024
"404 N. Thor Street, Turlock, CA",https://www.estately.com/listings/info/404-n-thor-street-turlock-ca-95380--1,404_N_Thor_Street_Turlock_CA.jpg,"$489,000",Sold Multifamily,1 photo,EXIT Realty Consultants,2,1,"1,306","6,251",03/05/2024
"1546 Trapper John Lane, Turlock, CA",https://www.estately.com/listings/info/1546-trapper-john-lane-turlock-ca-95380,1546_Trapper_John_Lane_Turlock_CA.jpg,"$565,000",Sold House,1 photo,Keller Williams Realty,3,3,"2,205","5,445",03/04/2024
"1556 Trapper John, Turlock, CA",https://www.estately.com/listings/info/1556-trapper-john-turlock-ca-95380--1,1556_Trapper_John_Turlock_CA.jpg,"$538,000",Sold House,1 photo,Keller Williams Realty,3,3,"2,060","5,894",02/29/2024
"674 Oak Street, Turlock, CA",https://www.estately.com/listings/info/674-oak-street-turlock-ca-95380,674_Oak_Street_Turlock_CA.jpg,"$285,000",Sold House,1 photo,Century 21 Select Real Estate,2,1,695,"2,592",02/28/2024
"418 Monroe Avenue, Turlock, CA",https://www.estately.com/listings/info/418-monroe-avenue-turlock-ca-95380,418_Monroe_Avenue_Turlock_CA.jpg,"$299,000",Sold House,1 photo,Keller Williams Realty Folsom,2,1,"1,588","7,000",02/21/2024
"465 Hanover Avenue, Turlock, CA",https://www.estately.com/listings/info/465-hanover-avenue-turlock-ca-95382,465_Hanover_Avenue_Turlock_CA.jpg,"$440,000",Sold House,43 photos,Sold House,3,3,"1,745","7,161",02/15/2024
"1300 N Windsor Court, Turlock, CA",https://www.estately.com/listings/info/1300-n-windsor-court-turlock-ca-95380,1300_N_Windsor_Court_Turlock_CA.jpg,"$350,000",Sold House,1 photo,EXIT Realty Consultants,3,2,"1,253","4,160",02/05/2024
"545 STRATHAVEN Court, Turlock, CA",https://www.estately.com/listings/info/545-strathaven-court-turlock-ca-95382,545_STRATHAVEN_Court_Turlock_CA.jpg,"$564,500",Sold House,1 photo,Valley Heritage Realty,4,3,"2,178","9,248",02/02/2024
"305 S Palm Street, Turlock, CA",https://www.estately.com/listings/info/305-s-palm-street-turlock-ca-95380--1,305_S_Palm_Street_Turlock_CA.jpg,"$350,000",Sold House,28 photos,Sold House,2,1,"1,008","3,750",01/25/2024
"405 N Thor Street, Turlock, CA",https://www.estately.com/listings/info/405-n-thor-street-turlock-ca-95380,405_N_Thor_Street_Turlock_CA.jpg,"$265,000",Sold House,30 photos,Sold House,2,1,"1,242","6,250",01/25/2024
"1090 Geer Road, Turlock, CA",https://www.estately.com/listings/info/1090-geer-road-turlock-ca-95380--1,1090_Geer_Road_Turlock_CA.jpg,"$599,900",Sold Multifamily,1 photo,12 Doors Real Estate,–,–,–,"7,649",01/19/2024
"1320 Cahill Avenue, Turlock, CA",https://www.estately.com/listings/info/1320-cahill-avenue-turlock-ca-95380,1320_Cahill_Avenue_Turlock_CA.jpg,"$465,000",Sold House,1 photo,PMZ Real Estate,3,2,"1,533","6,050",01/12/2024
"1401 E Marshall Street, Turlock, CA",https://www.estately.com/listings/info/1401-e-marshall-street-turlock-ca-95380--2,1401_E_Marshall_Street_Turlock_CA.jpg,"$415,000",Sold House,1 photo,eXp Realty of California Inc.,3,1,"1,290","7,671",01/12/2024
"715 N Broadway, Turlock, CA",https://www.estately.com/listings/info/715-n-broadway-turlock-ca-95380,715_N_Broadway_Turlock_CA.jpg,"$369,999",Sold House,1 photo,Powerhouse Realty,3,1,"1,120","5,750",01/02/2024
"601 N Thor Street, Turlock, CA",https://www.estately.com/listings/info/601-n-thor-street-turlock-ca-95380,601_N_Thor_Street_Turlock_CA.jpg,"$379,000",Sold House,1 photo,Great Central Realty,3,2,"1,390","6,250",12/29/2023
"752 Mitchell Avenue, Turlock, CA",https://www.estately.com/listings/info/752-mitchell-avenue-turlock-ca-95380,752_Mitchell_Avenue_Turlock_CA.jpg,"$340,000",Sold House,1 photo,Action Real Estate,3,1,"1,285","7,501",12/12/2023
"2021 Rochelle Avenue, Turlock, CA",https://www.estately.com/listings/info/2021-rochelle-avenue-turlock-ca-95382,2021_Rochelle_Avenue_Turlock_CA.jpg,"$460,000",Sold House,1 photo,Sold House,4,2,"1,344","6,630",10/30/2023
"1575 Trapper John Lane, Turlock, CA",https://www.estately.com/listings/info/1575-trapper-john-lane-turlock-ca-95380,1575_Trapper_John_Lane_Turlock_CA.jpg,"$560,000",Sold House,20 photos,Sold House,3,3,"2,154","6,650",10/03/2023
"1555 Trapper John Lane, Turlock, CA",https://www.estately.com/listings/info/1555-trapper-john-lane-turlock-ca-95380,1555_Trapper_John_Lane_Turlock_CA.jpg,"$565,000",Sold House,1 photo,Sold House,3,3,"2,270","6,650",08/31/2023
"1630 Valparaiso Drive, Turlock, CA",https://www.estately.com/listings/info/1630-valparaiso-drive-turlock-ca-95382--3,1630_Valparaiso_Drive_Turlock_CA.jpg,"$472,000",Sold House,1 photo,Sold House,4,2,"1,770","7,821",07/24/2023
"90 E Syracuse Avenue, Turlock, CA",https://www.estately.com/listings/info/90-e-syracuse-avenue-turlock-ca-95380--1,90_E_Syracuse_Avenue_Turlock_CA.jpg,"$327,500",Sold House,23 photos,Sold House,3,2,"1,284","10,150",05/31/2023
"510 E Hawkeye Avenue, Turlock, CA",https://www.estately.com/listings/info/510-e-hawkeye-avenue-turlock-ca-95380--1,510_E_Hawkeye_Avenue_Turlock_CA.jpg,"$715,000",Sold Multifamily,67 photos,Sold Multifamily,–,–,–,"10,200",03/31/2023
"1231 Veeck Drive, Turlock, CA",https://www.estately.com/listings/info/1231-veeck-drive-turlock-ca-95382--1,1231_Veeck_Drive_Turlock_CA.jpg,"$420,000",Sold House,26 photos,Sold House,4,3,"1,646","5,000",02/17/2023
"530 Chestnut Street, Turlock, CA",https://www.estately.com/listings/info/530-chestnut-street-turlock-ca-95380--1,530_Chestnut_Street_Turlock_CA.jpg,"$285,000",Sold House,21 photos,Sold House,1,1,873,"5,250",10/21/2022
"1965 Loyola Way, Turlock, CA",https://www.estately.com/listings/info/1965-loyola-way-turlock-ca-95382,1965_Loyola_Way_Turlock_CA.jpg,"$499,150",Sold House,43 photos,Sold House,4,2,"1,892","6,500",09/02/2022
"1251 N Mitchell Avenue, Turlock, CA",https://www.estately.com/listings/info/1251-n-mitchell-avenue--1,1251_N_Mitchell_Avenue_Turlock_CA.jpg,"$370,000",Sold House,35 photos,Sold House,2,2,"1,114","4,050",04/20/2022
"245 Pedras Road, Turlock, CA",https://www.estately.com/listings/info/245-pedras-road--5,245_Pedras_Road_Turlock_CA.jpg,"$440,000",Sold House,18 photos,Sold House,4,2,"1,560","6,720",01/04/2022
"940 Grandview Circle, Turlock, CA",https://www.estately.com/listings/info/940-grandview-circle,940_Grandview_Circle_Turlock_CA.jpg,"$400,000",Sold House,35 photos,Sold House,3,2,"1,204","3,825",10/25/2021
"1925 Clemson Court, Turlock, CA",https://www.estately.com/listings/info/1925-clemson-court--2,1925_Clemson_Court_Turlock_CA.jpg,"$496,000",Sold House,58 photos,Sold House,4,3,"2,030","8,990",09/27/2021
"321 N Thor Street, Turlock, CA",https://www.estately.com/listings/info/321-n-thor-street--1,321_N_Thor_Street_Turlock_CA.jpg,"$325,000",Sold House,21 photos,Sold House,2,1,824,"7,950",08/04/2021
"990 Julian Street, Turlock, CA",https://www.estately.com/listings/info/990-julian-street--3,990_Julian_Street_Turlock_CA.jpg,"$305,000",Sold House,32 photos,Sold House,3,2,"1,200","7,049",07/14/2021
"1112 N Mitchel, Turlock, CA",https://www.estately.com/listings/info/1112-n-mitchel--1,1112_N_Mitchel_Turlock_CA.jpg,"$225,000",Sold House,1 photo,Sold House,1,1,608,"8,400",02/26/2021
"1011 Chestnut Street, Turlock, CA",https://www.estately.com/listings/info/1011-chestnut-street--8,1011_Chestnut_Street_Turlock_CA.jpg,"$230,000",Sold House,22 photos,Sold House,3,1,912,"4,528",02/05/2021
"1131 Merritt Street, Turlock, CA",https://www.estately.com/listings/info/1131-merritt-street,1131_Merritt_Street_Turlock_CA.jpg,"$355,000",Sold House,45 photos,Sold House,2,1,998,"7,841",01/27/2021
"918 E Main Street, Turlock, CA",https://www.estately.com/listings/info/918-e-main-street,918_E_Main_Street_Turlock_CA.jpg,"$460,000",Sold House,75 photos,Sold House,3,4,"3,663","8,680",11/25/2020
"661 Mitchell Avenue, Turlock, CA",https://www.estately.com/listings/info/661-mitchell-avenue--3,661_Mitchell_Avenue_Turlock_CA.jpg,"$527,000",Sold Multifamily,1 photo,Sold Multifamily,–,–,–,"7,000",09/04/2020
"1416 Cahill Street, Turlock, CA",https://www.estately.com/listings/info/1416-cahill-street-turlock-ca-95380-4108,1416_Cahill_Street_Turlock_CA.jpg,"$355,000",Sold House,40 photos,Sold House,3,2,"1,405","5,850",07/20/2020
"580 Chestnut Street, Turlock, CA",https://www.estately.com/listings/info/580-chestnut-street--5,580_Chestnut_Street_Turlock_CA.jpg,"$251,000",Sold House,38 photos,Sold House,2,1,784,"7,917",06/25/2020
"718 Lexington Avenue, Turlock, CA",https://www.estately.com/listings/info/718-lexington-avenue--1,718_Lexington_Avenue_Turlock_CA.jpg,"$188,000",Sold House,8 photos,Sold House,2,1,702,"3,063",02/07/2020
"1400 W Canal Drive, Turlock, CA",https://www.estately.com/listings/info/1400-canal-drive,1400_W_Canal_Drive_Turlock_CA.jpg,"$415,000",Sold Multifamily,13 photos,Sold Multifamily,–,–,–,"8,685",10/31/2019
"617 Park St, Turlock, CA",https://www.estately.com/listings/info/617-park-st--1,617_Park_St_Turlock_CA.jpg,"$160,000",Sold House,13 photos,Sold House,3,1,"1,235","9,375",01/25/2019
"1277 Pioneer Avenue, Turlock, CA",https://www.estately.com/listings/info/1277-pioneer-avenue,1277_Pioneer_Avenue_Turlock_CA.jpg,"$217,500",Sold House,25 photos,Sold House,1,1,690,"7,875",11/14/2018
"413 N Broadway, Turlock, CA",https://www.estately.com/listings/info/413-n-broadway--1,413_N_Broadway_Turlock_CA.jpg,"$323,000",Sold Multifamily,7 photos,Sold Multifamily,–,–,–,"7,750",09/14/2018
"1440 Windsor Ct, Turlock, CA",https://www.estately.com/listings/info/1440-windsor-ct--1,1440_Windsor_Ct_Turlock_CA.jpg,"$265,000",Sold House,1 photo,Sold House,3,2,"1,253","3,920",08/09/2018
"905 Wayside Drive, Turlock, CA",https://www.estately.com/listings/info/905-wayside-drive--1,905_Wayside_Drive_Turlock_CA.jpg,"$140,000",Sold House,13 photos,Sold House,1,1,528,"4,725",11/16/2017
"700 Park Street, Turlock, CA",https://www.estately.com/listings/info/700-park-street--10,700_Park_Street_Turlock_CA.jpg,"$212,000",Sold House,10 photos,Sold House,2,1,"1,005","7,384",11/02/2017
"691 Pedras Road, Turlock, CA",https://www.estately.com/listings/info/691-pedras-road--1,691_Pedras_Road_Turlock_CA.jpg,"$275,000",Sold House,41 photos,Sold House,2,3,"1,575","7,651",06/02/2017
"528 Wolfe Avenue, Turlock, CA",https://www.estately.com/listings/info/528-wolfe-avenue-turlock-ca-95380,528_Wolfe_Avenue_Turlock_CA.jpg,"$115,000",Sold Multifamily,1 photo,Sold Multifamily,–,–,"1,786","7,000",12/22/2016
"1182 Kay Circle, Turlock, CA",https://www.estately.com/listings/info/1182-kay-circle--2,1182_Kay_Circle_Turlock_CA.jpg,"$295,000",Sold House,1 photo,Sold House,4,2,"1,647","5,120",11/01/2016
"1250 Pioneer Avenue Unit 10, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue--19,1250_Pioneer_Avenue_Unit10_Turlock_CA.jpg,"$73,000",Sold Condo,1 photo,Sold Condo,2,1,864,871,09/21/2016
"418 N Broadway, Turlock, CA",https://www.estately.com/listings/info/418-n-broadway--8,418_N_Broadway_Turlock_CA.jpg,"$295,000",Sold Multifamily,1 photo,Sold Multifamily,6,–,"2,672","7,893",09/09/2016
"630 E Olive Avenue, Turlock, CA",https://www.estately.com/listings/info/630-e-olive-avenue-turlock-ca-95380,630_E_Olive_Avenue_Turlock_CA.jpg,"$179,950",Sold House,1 photo,Sold House,2,1,"1,112","4,639",04/22/2016
"340 Wabash Drive, Turlock, CA",https://www.estately.com/listings/info/340-wabash-drive--2,340_Wabash_Drive_Turlock_CA.jpg,"$245,000",Sold House,1 photo,Sold House,3,2,"1,368","6,142",04/07/2016
"466 Park Street, Turlock, CA",https://www.estately.com/listings/info/466-park-street,466_Park_Street_Turlock_CA.jpg,"$158,000",Sold House,1 photo,Sold House,2,1,"1,079","6,123",01/06/2016
"1250 Pioneer Avenue, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue--18,1250_Pioneer_Avenue_Turlock_CA.jpg,"$73,000",Sold Condo,1 photo,Sold Condo,2,1,864,,11/13/2015
"1250 Pioneer Avenue Unit 12, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue--9,1250_Pioneer_Avenue_Unit12_Turlock_CA.jpg,"$73,000",Sold Condo,16 photos,Sold Condo,2,1,864,,11/13/2015
"930 Kenwood Avenue, Turlock, CA",https://www.estately.com/listings/info/930-kenwood-avenue--1,930_Kenwood_Avenue_Turlock_CA.jpg,"$100,000",Sold House,1 photo,Sold House,2,2,879,"7,000",10/16/2015
"1250 Pioneer Avenue Unit 8, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue--11,1250_Pioneer_Avenue_Unit8_Turlock_CA.jpg,"$73,000",Sold Condo,11 photos,Sold Condo,2,1,864,,10/14/2015
"1250 Pioneer Avenue, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer-avenue--17,1250_Pioneer_Avenue_Turlock_CA.jpg,"$73,000",Sold Condo,1 photo,Sold Condo,2,1,864,,10/14/2015
"1304 N Olive Avenue, Turlock, CA",https://www.estately.com/listings/info/1304-north-olive-avenue,1304_N_Olive_Avenue_Turlock_CA.jpg,"$219,000",Sold House,1 photo,Sold House,3,3,"1,545","8,715",05/06/2015
"1207 N Palm Street, Turlock, CA",https://www.estately.com/listings/info/1207-n-palm-street--2,1207_N_Palm_Street_Turlock_CA.jpg,"$347,000",Sold Multifamily,1 photo,Sold Multifamily,8,–,"3,424","11,761",11/26/2014
"501 Starr Ave, Turlock, CA",https://www.estately.com/listings/info/501-starr-ave--1,501_Starr_Ave_Turlock_CA.jpg,"$420,000",Sold Multifamily,1 photo,Sold Multifamily,12,–,"4,769","10,944",04/11/2014
"705 Ivanhoe Lane, Turlock, CA",https://www.estately.com/listings/info/705-ivanhoe-lane--1,705_Ivanhoe_Lane_Turlock_CA.jpg,"$155,000",Sold House,1 photo,Sold House,3,2,"1,235","4,486",09/05/2013
"607 Flower Street, Turlock, CA",https://www.estately.com/listings/info/607-flower-street--1,607_Flower_Street_Turlock_CA.jpg,"$89,500",Sold House,1 photo,Sold House,3,2,"1,205","6,098",02/21/2013
"1040 Stonridge Dr, Turlock, CA",https://www.estately.com/listings/info/1040-stonridge-dr,1040_Stonridge_Dr_Turlock_CA.jpg,"$125,000",Sold House,No photo,Sold House,3,2,–,"5,663",02/26/2010
"433 N Rose Street, Turlock, CA",https://www.estately.com/listings/info/433-n-rose-street,433_N_Rose_Street_Turlock_CA.jpg,"$110,000",Sold House,1 photo,Sold House,2,1,825,"3,484",10/29/2008
"1380 Canal Drive, Turlock, CA",https://www.estately.com/listings/info/1380-canal-drive,1380_Canal_Drive_Turlock_CA.jpg,"$295,000",Sold Multifamily,No photo,Sold Multifamily,8,–,–,,08/14/2008
"360 Pedras Road, Turlock, CA",https://www.estately.com/listings/info/360-pedras-road,360_Pedras_Road_Turlock_CA.jpg,"$320,000",Sold House,No photo,Sold House,3,2,"1,345","6,098",04/24/2007
"643 Julian Street, Turlock, CA",https://www.estately.com/listings/info/643-julian-street--3,643_Julian_Street_Turlock_CA.jpg,"$200,000",Sold House,1 photo,Sold House,2,1,836,"5,227",12/29/2006
"1006 E Main St, Turlock, CA",https://www.estately.com/listings/info/1006-e-main-st--4,1006_E_Main_St_Turlock_CA.jpg,"$420,000",Sold House,1 photo,Sold House,3,2,"1,655","6,970",08/10/2006
"410 Wolfe Avenue, Turlock, CA",https://www.estately.com/listings/info/147-ml80450662,410_Wolfe_Avenue_Turlock_CA.jpg,"$304,000",Sold House,1 photo,Sold House,3,2,"1,219","3,484",07/26/2006
"1558 Elderwood Avenue, Turlock, CA",https://www.estately.com/listings/info/1558-elderwood-avenue,1558_Elderwood_Avenue_Turlock_CA.jpg,"$285,000",Sold House,No photo,Sold House,3,3,"1,256","3,223",05/19/2006
"1221 Olive Avenue, Turlock, CA",https://www.estately.com/listings/info/1221-olive-avenue,1221_Olive_Avenue_Turlock_CA.jpg,"$429,950",Sold House,1 photo,Sold House,4,2,"1,608",,02/17/2006
"401 Broadway, Turlock, CA",https://www.estately.com/listings/info/401-broadway--31,401_Broadway_Turlock_CA.jpg,"$275,000",Sold House,1 photo,Sold House,2,1,937,"3,750",02/13/2006
"1905 Annhurst Avenue, Turlock, CA",https://www.estately.com/listings/info/1905-annhurst-avenue,1905_Annhurst_Avenue_Turlock_CA.jpg,"$323,000",Sold House,1 photo,Sold House,2,2,"1,268","6,362",01/10/2006
"621 Stevenot Court, Turlock, CA",https://www.estately.com/listings/info/621-stevenot-court--2,621_Stevenot_Court_Turlock_CA.jpg,"$295,000",Sold House,1 photo,Sold House,3,2,"1,170",,12/30/2005
"709 Flower Street, Turlock, CA",https://www.estately.com/listings/info/709-flower-street--5,709_Flower_Street_Turlock_CA.jpg,"$241,000",Sold House,No photo,Sold House,2,1,882,"8,760",10/12/2005
"429 Park St., Turlock, CA",https://www.estately.com/listings/info/429-park-st--3,429_Park_St_Turlock_CA.jpg,"$320,000",Sold House,No photo,Sold House,3,2,"1,200",,09/22/2005
"1250 Pioneer, Turlock, CA",https://www.estately.com/listings/info/1250-pioneer--2,1250_Pioneer_Turlock_CA.jpg,"$169,000",Sold House,No photo,Sold House,2,1,863,863,09/20/2005
"1559 Elderwood Avenue, Turlock, CA",https://www.estately.com/listings/info/1559-elderwood-avenue,1559_Elderwood_Avenue_Turlock_CA.jpg,"$325,000",Sold House,1 photo,Sold House,3,2,"1,235","3,196",08/26/2005
"500 N Thor Street, Turlock, CA",https://www.estately.com/listings/info/500-n-thor-street--1,500_N_Thor_Street_Turlock_CA.jpg,"$319,000",Sold House,No photo,Sold House,3,2,"1,459","9,911",06/16/2005
"359 Florence Street, Turlock, CA",https://www.estately.com/listings/info/359-florence-street,359_Florence_Street_Turlock_CA.jpg,"$376,000",Sold Multifamily,1 photo,Sold Multifamily,4,3,"1,788","7,548",05/09/2005
"800 Runyan Drive, Turlock, CA",https://www.estately.com/listings/info/800-runyan-drive,800_Runyan_Drive_Turlock_CA.jpg,"$525,000",Sold House,No photo,Sold House,3,3,"2,404","13,068",04/29/2005
"1047 Julian Street, Turlock, CA",https://www.estately.com/listings/info/1047-julian-street,1047_Julian_Street_Turlock_CA.jpg,"$252,000",Sold House,No photo,Sold House,3,1,"1,111","11,239",04/21/2005
"541 Flower St., Turlock, CA",https://www.estately.com/listings/info/541-flower-st,541_Flower_St_Turlock_CA.jpg,"$255,000",Sold House,1 photo,Sold House,3,1,"1,216","6,795",03/24/2005
"611 Flower, Turlock, CA",https://www.estately.com/listings/info/611-flower--1,611_Flower_Turlock_CA.jpg,"$238,000",Sold House,1 photo,Sold House,3,1,828,"4,879",03/23/2005
"344 Wayside Drive, Turlock, CA",https://www.estately.com/listings/info/344-wayside-drive--2,344_Wayside_Drive_Turlock_CA.jpg,"$189,500",Sold Condo,1 photo,Sold Condo,2,3,"1,024",,03/22/2005
"708 E Main Street, Turlock, CA",https://www.estately.com/listings/info/708-e-main-street--28,708_E_Main_Street_Turlock_CA.jpg,"$255,000",Sold House,No photo,Sold House,3,1,"1,332","6,970",03/14/2005
"825 Grandview Circle, Turlock, CA",https://www.estately.com/listings/info/825-grandview-circle,825_Grandview_Circle_Turlock_CA.jpg,"$284,000",Sold House,No photo,Sold House,3,2,"1,204",,03/14/2005
"1341 Austin David Way, Turlock, CA",https://www.estately.com/listings/info/1341-austin-david-way,1341_Austin_David_Way_Turlock_CA.jpg,"$269,000",Sold House,1 photo,Sold House,3,2,"1,231","3,746",03/10/2005
"1825 N. Highlands, Turlock, CA",https://www.estately.com/listings/info/1825-n-highlands,1825_N_Highlands_Turlock_CA.jpg,"$350,000",Sold House,No photo,Sold House,4,2,"1,752",,03/08/2005
